flair,/fleər/,instinto
mare,/mer/,yegua
prey,/preɪ/,presa
inn,/ɪn/,posada
wound,/wuːnd/,herida
cellar,/ˈsel.ɚr/,bodega
chase,/tʃeɪs/,persecución
vagrant,/ˈveɪ.ɡrənt/,vagabundo
shiver,/ˈʃɪv.ɚr/,escalofrío
grief,/ɡriːf/,dolor
escort,esˈkɔːrt,escolta
hue,/hjuː/,matíz
desire,/dɪˈzaɪr/,deseo
boyhood,/ˈbɔɪ.hʊd/,niñez
foal,/foʊl/,potro
pond,/pɑːnd/,estanque
bribe,/braɪb/,soborno
scrap,/skræp/,chatarra
rubbish,/ˈrʌb.ɪʃ/,basura
sod,/sɑːd/,césped
shrine,/ʃrɑɪn/,santuario
wart,/wɔrt/,verruga
mange,/meɪndʒ/,sarna
fang,/fæŋ/,colmillo
rib,/rɪb/,costilla
mud,/mʌd/,barro
gut,/ɡʌt/,intestino
sprain,/spreɪn/,esguince
rash,/ræʃ/,sarpullido
hike,/haɪk/,caminata
headache,/ˈhed.eɪk/,dolor de cabeza
stanza,/ˈstæn.zə/,estrofa
snore,/snɔːr/,ronquido
slumber,/ˈslʌm.bɚ/,sueño
relief,/rɪˈliːf/,alivio
chin,/tʃɪn/,mentón|barbilla
lap,/læp/,regazo
witness,/ˈwɪt.nəs/,testigo
sink,/sɪŋk/,lavamanos|lavabo
trickle,/ˈtrɪk.əl/,chorrito
cocoon,/kəˈkuːn/,capullo
velvet,/ˈvel.vɪt/,terciopelo
embrace,/ɪmˈbreɪs/,abrazo
gnat,/næt/,mosquito
groan|moan,/ɡroʊn/|/mon/,gemido
haunt,/hɑːnt/,guarida
shudder,/ˈʃʌd.ɚ/,estremecimiento
stab,/stæb/,puñalada
mist,/mɪst/,niebla
gut,/ɡʌt/,intestino
ivy,/ˈaɪ.vi/,hiedra
jaw,/dʒɑː/,mandíbula
grunt|snarl|growl,/ɡrʌnt/|/snɑːrl/|/ɡraʊl/,gruñido
creak,/kriːk/,crujido
scratch,/skrætʃ/,rasguño
gaze,/ɡeɪz/,mirada
grin,/ɡrɪn/,mueca
flurry,/ˈflɝː.i/,ráfaga
sigh,/saɪ/,suspiro
yell,/jel/,grito
kidnapper,/ˈkɪd.næp.ɚ/,secuestrador
wink,/wɪŋk/,guiño
odds,/ɑːdz/,posibilidades
leap,/liːp/,salto
shrug,/ʃrʌɡ/,encogimiento de hombros
napkin,/ˈnæp.kɪn/,servilleta
liability,/ˌlaɪ.əˈbɪl.ə.t̬i/,responsabilidad
stealth,/stelθ/,sigilo
alley,/ˈæl.i/,callejón
stove,/stoʊv/,estufa
dessert,/dɪˈzɝːt/,postre
crowd,/kraʊd/,público|multitud
hilt,/hɪlt/,empuñadura
shriek,/ʃriːk/,grito|chillido
hound,/haʊnd/,sabueso
shoulder,/ˈʃoʊl.dɚ/,hombro
sob,/sɑːb/,sollozo
grip,/ɡrɪp/,apretón
cottage,/ˈkɑː.t̬ɪdʒ/,cabaña
snout,/snaʊt/,hocico
wrath,/rɑːθ/,ira
realm|kingdom,/relm/,reino
treaty,/ˈtriː.t̬i/,tratado
gore,/ɡɔːr/,sangre
fate,/feɪt/,destino
corpse,/kɔːrps/,cadaver
loophole,/ˈluːp.hoʊl/,escapatoria
belly,/ˈbel.i/,vientre
brow,/braʊ/,ceja
bother|hassle,/ˈbɑː.ðɚ/|/ˈhasol/,molestia
slit,/slɪt/,abertura
venison,/ˈven.ə.sən/,venado
snare,/sner/,trampa
bruise,/bruːz/,moretón
poverty,/ˈpɑː.vɚ.r̬i/,pobreza
uprising,/ˈʌpˌraɪ.zɪŋ/,levantamiento
dwelling,/ˈdwel.ɪŋ/,vivienda
saddle,/ˈsæd.əl/,silla de montar
rift,/rɪft/,grieta
sake,/seɪk/,motivo
tang,/tæŋ/,sabor
limb,/lɪm/,miembro
sentry,/ˈsen.tri/,centinela
estate,/ɪˈsteɪt/,inmueble
wisdom,/ˈwɪz.dəm/,sabiduría
trouble,/ˈtrʌb.əl/,problema
sting,/stɪŋ/,picadura
dirt,/dɝːt/,suciedad
stain|splotch,/steɪn/|/splɑːtʃ/,mancha
scar,/skɑːr/,cicatriz
retching,/retʃin/,nausea
marble,/ˈmɑːr.bəl/,mármol
silverware,/ˈsɪl·vərˌweər/,cubiertos
whorl,/wɝːl/,espiral
tale,/teɪl/,cuento
cliff,/klɪf/,acantilado
folk,/foʊk/,gente
crib,/krɪb/,cuna
ruling,/ˈruː.lɪŋ/,decisión
shore,/ʃɔːr/,orilla
allegiance|loyalty,/əˈliː.dʒəns/|/ˈlɔɪ·əl·ti/,lealtad
whore,/hɔːr/,prostituta|puta
mob,/mɑːb/,multitud
bound,/baʊnd/,límite
errand,/ˈer.ənd/,recado
praise,/preɪz/,alabanza
wheat,/wiːt/,trigo
harm,/hɑːrm/,daño
sewer,/ˈsuː.ɚ/,alcantarilla
visage,/ˈvɪz.ɪdʒ/,rostro
grievance|complaint,/ˈɡriː.vəns/|/kəmˈpleɪnt/,queja
recruit,/rɪˈkruːt/,recluta
lure,/lʊr/,señuelo
stench,/stentʃ/,hedor
heap,/hiːp/,montón
lice,/laɪs/,piojos
gristle,/ˈɡrɪs.əl/,cartílago
barn,/bɑːrn/,granero
seal,/siːl/,sello
gloom,/ɡluːm/,penumbra
swamp|bog,/swɑːmp/|/boːɡ/,pantano
chaff,/tʃæf/,paja
shed,/ʃed/,cobertizo
wealth,/welθ/,riqueza
depth,/depθ/,profundidad
attitude,/ˈæt̬.ə.tuːd/,actitud
steak,/steɪk/,filete|bistec
awareness,/əˈwer.nəs/,conciencia
sample,/ˈsæm.pəl/,muestra
outcome,/ˈaʊt.kʌm/,resultado
revenue,/ˈrev.ə.nuː/,ingresos
significance,/sɪɡˈnɪf.ə.kəns/,significado
assumption,/əˈsʌmp.ʃən/,suposición
injury,/ˈɪn.dʒər.i/,lesión
affair,/əˈfeər/,asunto
cheek,/tʃiːk/,mejilla
youth,/juːθ/,juventud
chance,/tʃæns/,oportunidad|ocasión
craft,/kræft/,arte
pot,/pɑːt/,maceta|olla
appeal,/aˈpiːl/,apelación
essay,/ˈes.eɪ/,ensayo
crew,/kruː/,tripulación
hook,/hʊk/,gancho
ease,/iːz/,facilidad|comodidad
gap,/ɡæp/,brecha
loan,/loʊn/,préstamo
bunch,/bʌntʃ/,manojo|grupo|racimo|puñado
shame,/ʃeɪm/,verguenza
shelter,/ˈʃel.t̬ɚ/,abrigo|amparo
clerk,/klɝːk/,empleado
jury,/dʒʊˈri/,jurado
pride,/praɪd/,orgullo
prize,/praɪz/,premio
lift,/lɪft/,ascensor
gain,/ɡeɪn/,ganancia
struggle,/ˈstrʌɡ.əl/,lucha|conflicto
fence,/fens/,cerca|valla
tantrum,/ˈtæn.trəm/,berrinche
mood,/muːd/,humor
flood,/flʌd/,inundación
downpour,/ˈdaʊn.pɔːr/,aguacero
cupboard,/ˈkʌb·ərd/,alacena|armario
jab,/dʒæb/,pinchazo|golpe
jerk|jolt,/dʒɜrk/|/dʒoʊlt/,sacudida
whine,/hwɑɪn/,quejido
snigger|giggle,/ˈsnɪɡ·ər/|/ˈɡɪɡ.əl/,risa pequeña|risilla|risita
punish,/ˈpʌn·ɪʃ/,castigo
parcel,/ˈpɑr·səl/,paquete
wig,/wɪɡ/,peluca
bark,/bɑrk/,corteza|ladrido
tangle,/ˈtæŋ·ɡəl/,desorden|maraña|enredo
swallow,/ˈswɑ·loʊ/,golondrina
blush,/blʌʃ/,sonrojo
pinprick,/ˈpɪn.prɪk/,agujerito
scruff,/skraf/,nuca
wax,/wæks/,cera
rag,/ræɡ/,trapo
crutch,/krʌtʃ/,muleta
gulp,/ɡʌlp/,trago|sorbo
sag,/sæɡ/,hundimiento
grate,/ɡreit/,rejilla|parrilla
beetle,/ˈbi·t̬əl/,escarabajo
shack|hut,/ʃæk//hʌt/|,choza
damp,/dæmp/,humedad
plow,/plaʊ/,arado
doormat,/ˈdɔːr.mæt/,felpudo
shelf,/ʃelf/,estante
bond,/bɑnd/,vínculo
symptom,/ˈsɪmp·təm/,síntoma
match,/mӕtʃ/,partido|encuentro|encuentro|juego|combinación|igual
harvest,/ˈhɑr·vəst/,cosecha
crab,/kræb/,cangrejo
parade,/pəˈreɪd/,desfile
stream,/strim/,arroyo|riachuelo|un flujo de algo
belief,/bɪˈlif/,creencia
deer,/dɪər/,ciervo
plot,/plɑt/,argumento|trama
trap,/træp/,trampa
encouragement,/ɪnˈkɜr·ɪdʒ·mənt/,ánimo|apoyo
lecture,/ˈlek·tʃər/,conferencia
berry,/ˈber·i/,baya
enthusiasm,/ɪnˈθu·ziˌæz·əm/,entusiasmo
tremble,/ˈtrem·bəl/,temblor
quarrel,/ˈkwɔːr.əl/,riña
trunk,/trʌŋk/,tronco|maletero|trompa|bañador
toenail,/ˈtoʊˌneɪl/,uña del pie
venue,/ˈven·ju/,sala|local|recinto
mint,/mɪnt/,hierbabuena|menta|caramelo de menta
pension,/ˈpen·ʃən/,pensión
verse,/vɜrs/,estrofa|verso
pharmacist,/ˈfɑr·mə·sɪst/,farmacéutico|farmaceuta
jam,/dʒӕm/,mermelada|confitura
clause,/kloːz/,proposición|cláusula
gleam,/ɡliːm/,destello|brillo
pitch,/pɪtʃ/,campo|terreno de juego|tono|resina
cheat,/tʃiːt/,engañar|estafar|timar
cardboard,/ˈkɑrdˌbɔrd/,cartón
welfare,/ˈwel·feər/,bienestar|prestaciones sociales|beneficios
regard,/rɪˈɡɑrd/,estima|respeto|saludos
pottery,/ˈpɑ·t̬ər·i/,alfarería
sight,/sɑɪt/,vista|visión|imagen|escena
outskirts,/ˈautskəːts/,afueras|alrededores
colon,/ˈkoʊ·lən/,dos puntos
neighbour,/ˈneɪ.bɚ/,vecino
tomb,/tum/,tumba
storey,/ˈstɔr·i/,planta|piso
breed,/brid/,raza
waist,/weɪst/,cintura|talle
cast,/kæst/,reparto
yawn,/jɔn/,bostezo
mankind,/ˌmænˈkɑɪnd/,humanidad|género humano
budget,/ˈbʌdʒ·ɪt/,presupuesto
nuisance,/ˈnjuːsns/,molestia|fastidio
burst,/bɜrst/,reventón|estallido
tin,/tɪn/,lata|caja|lata|estaño
terrace,/ˈter·əs/,terraza|patio
eyelid,/ˈɑɪˌlɪd/,párpado
scent,/sent/,aroma|perfume
portrait,/ˈpɔr·trət/,retrato
trial,/ˈtrɑɪ·əl/,proceso|juicio|prueba
thirst,/θɜrst/,sed
cruise,/kruz/,crucero
gang,/ɡæŋ/,pandilla|banda
trekking,/ˈtrek·ɪŋ/,senderismo|excursionismo
temper,/ˈtem·pər/,genio|temperamento
eyesight,/ˈɑɪˌsɑɪt/,vista
envy,/ˈen·vi/,envidia
rage,/reɪdʒ/,rabia|ira
beam,/bim/,viga
grip,/ɡrɪp/,sujeción|agarre|apretón
tribe,/trɑɪb/,tribu
loaf,/loʊf/,pan de molde|barra
wand,/wɑːnd/,varita mágica
vinegar,/ˈvɪn·ɪ·ɡər/,vinagre
lid,/lid/,tapa
pity,/ˈpiti/,lástima|pena|compasión
despair,/dɪˈspeər/,desesperación
pudding,/ˈpudiŋ/,budín|pudín|postre
buzz,/bʌz/,zumbido
dose,/doʊs/,dosis
speech,/spitʃ/,habla|discurso
oak,/oʊk/,roble
strain,/streɪn/,tensión
pile,/pɑɪl/,montón|pila
crocodile,/ˈkrɑ·kəˌdɑɪl/,cocodrilo
laundry,/ˈlɔn·dri/,ropa sucia|lavandería
catering,/ˈkeɪ·t̬ər·ɪŋ/,restauración
gum,/ɡʌm/,encía|chicle
flame,/fleɪm/,llama
trail,/treɪl/,rastro|sendero
nursery,/ˈnɜr·sər·i/,guardería|cuarto del bebé|vivero
tiredness,/ˈtɑɪərd·nəs/,cansancio
pound,/paʊnd/,libra
fellow,/ˈfeləu/,tipo|compañero|camarada|socio|miembro
gossip,/ˈɡosip/,chisme|chismorreo|cotilleo|charla|conversación|chismoso|cotilla
bumper,/ˈbʌm·pər/,parachoque
estimate,/ˈes·tə·mət/,cálculo|presupuesto
upbringing,/ˈʌpˌbrɪŋ·ɪŋ/,crianza
proof,/pruf/,prueba
sneeze,/sniz/,estornudo
means,/minz/,medio|manera|medios
rebel,/ˈreb·əl/,rebelde
tan,/tæn/,bronceado
theft,/θeft/,robo
bargain,/ˈbɑr·ɡən/,ganga
hint,/hɪnt/,indirecta|insinuación
mess,/mes/,desorden|desastre
guilt,/ɡɪlt/,culpabilidad|culpa
horn,/hɔrn/,pito|cuerno|trompa
confidence,/ˈkɑn·fɪ·dəns/,seguridad|confianza
pace,/peɪs/,paso|ritmo
dare,/deər/,desafío|reto|atrevimiento
prawn,/prɔn/,gamba|langostino
blink|flicker,/blɪŋk/|/ˈflɪk.ɚ/,parpadeo
eyelash,/ˈɑɪˌlæʃ/,pestaña
stool,/stul/,taburete
tone,/toʊn/,tono|timbre
courage,/ˈkɜr·ɪdʒ/,valentía
delight,/diˈlait/,placer|gusto|alegría|deleite
cheer,/tʃɪər/,hurra|aclamar|ovación
ward,/wɔrd/,sala
soil,/sɔɪl/,suelo|tierra
choir,/kwɑɪər/,coro
splash,/splӕʃ/,chapoteo|salpicadura|mancha
ton,/tʌn/,tonelada
hyphen,/ˈhɑɪ·fən/,guión
yacht,/jɑt/,yate
slope,/sloʊp/,pendiente
rip,/rɪp/,rasgadura|desgarrón|rasgón
sweat,/swet/,sudor
leaflet|handout|booklet,/ˈlif·lɪt/|/ˈhændˌɑʊt/|/ˈbʊk·lɪt/,folleto
tray,/treɪ/,bandeja
luxury,/ˈlʌk·ʃər·i/,lujo
trick,/trɪk/,engaño|trampa|truco
tide,/tɑɪd/,marea
swan,/swɑn/,cisne
matter,/ˈmæt̬·ər/,asunto|materia
stem,/stem/,vástago|tallo|tronco
torture,/ˈtɔr·tʃər/,tortura
charm,/tʃɑrm/,encanto|amuleto|hechizo
hooch,/huːtʃ/,licor
rite,/rait/,rito
curse,/kɜrs/,maldición
stable,/ˈsteɪ·bəl/,estable|establo
bedchamber,/ˈbɛdˌtʃeɪm bər/,dormitorio|recámara
miscarry,/mɪsˈkær i/,aborto
threshold,/ˈθreʃəuld/,umbral|puertas|umbral
scorn,/skɔrn/,desprecio
peasant,/ˈpez·ənt/,campesino
haunch,/hɑːntʃ/,pierna|anca
garb,/ɡɑːrb/,atuendo
wager|bet,/ˈweidʒər/|/bet/,apuesta
stake,/steɪk/,estaca|hoguera
daybreak|dawn,/ˈdeɪˌbreɪk/|/dɑn/,alba|amanecer
spook,/spuːk/,espectro
hatchet,/ˈhӕtʃit/,hacha|destral
ambush,/ˈæm.bʊʃ/,emboscada
moat,/moʊt/,foso
rooster,/ˈruː.stər/,gallo
snag,/snæɡ/,pega|dificultad pequeña
weasel,/ˈwi·zəl/,comadreja
vineyard,/ˈvɪn·jərd/,viñedo
greek,/ɡrik/,griego
scum,/skam/,espuma|escoria
quirk,/kwəːk/,peculiaridad
fret,/fret/,traste
stance,/stæns/,postura|posición
carving,/ˈkɑːr.vɪŋ/,tallado|escultura
sole,/soʊl/,suela
twig,/twɪɡ/,ramita
crow,/kroʊ/,cuervo